Start,End
00:36:45.625,00:37:09.583
00:37:09.583,00:37:11.958
00:37:11.958,00:37:13.125
00:37:13.125,00:37:16.208
00:37:16.208,00:37:18.875
00:37:18.875,00:37:21.000
00:37:21.000,00:37:23.958
00:37:23.958,00:37:26.208
00:37:26.208,00:37:32.000
00:37:32.000,00:37:36.583
00:37:36.583,00:37:39.500
00:37:39.500,00:37:45.083
00:37:45.083,00:37:47.833
00:37:47.833,00:37:54.583
00:37:54.583,00:38:00.583
00:38:00.583,00:38:04.708
00:38:04.708,00:38:06.333
00:38:06.333,00:38:10.500
00:38:10.500,00:38:12.333
00:38:12.333,00:38:21.708
00:38:21.708,00:38:24.083
00:38:24.083,00:38:31.708
00:38:31.708,00:38:32.333
00:38:32.333,00:38:35.958
00:38:35.958,00:39:14.958
00:39:14.958,00:39:18.125
00:39:18.125,00:39:21.083
00:39:21.083,00:39:23.250
00:39:23.250,00:39:33.583
00:39:33.583,00:39:35.583
00:39:35.583,00:39:44.083
00:39:44.083,00:39:46.458
00:39:46.458,00:41:04.458
00:41:04.458,00:41:33.958
00:41:33.958,00:41:36.583
00:41:36.583,00:41:39.833
00:41:39.833,00:41:42.625
00:41:42.625,00:41:47.958
00:41:47.958,00:41:51.750
00:41:51.750,00:41:53.000
00:41:53.000,00:41:57.375
00:41:57.375,00:42:03.958
00:42:03.958,00:42:05.458
00:42:05.458,00:42:24.833
00:42:24.833,00:42:36.708
00:42:36.708,00:42:48.125
00:42:48.125,00:42:55.958
00:42:55.958,00:43:03.125
00:43:03.125,00:43:05.333
00:43:05.333,00:43:06.333
00:43:06.333,00:43:07.083
00:43:07.083,00:43:09.708
00:43:09.708,00:43:11.750
00:43:11.750,00:43:13.833
00:43:13.833,00:43:17.583
00:43:17.583,00:43:20.583
00:43:20.583,00:43:21.625
00:43:21.625,00:43:23.625
00:43:23.625,00:43:24.833
00:43:24.833,00:43:26.125
00:43:26.125,00:43:27.208
00:43:27.208,00:43:29.083
00:43:29.083,00:43:31.083
00:43:31.083,00:43:32.958
00:43:32.958,00:43:39.083
00:43:39.083,00:43:47.750
00:43:47.750,00:43:59.708
